,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
480,Religion in America,"Written primarily for undergraduate classes in American religious history and organized chronologically, this new textbook presents the broad scope of the story of religion in the American colonies and the United States. While following certain central narratives, including the long shadow of Puritanism, the competition between revival and reason, and the defining role of racial and ethnic diversity, the book tells the story of American religion in all its historical and moral complexity. To appeal to its broad range of readers, this textbook includes charts, timelines, and suggestions for primary source documents that will lead readers into a deeper engagement with the material. Unlike similar history books, The Story of Religion in America pays careful attention to balancing the story of Christianity with the central contributions of other religions.","['James P. Byrd', 'James Hudnut-Beumler']",http://books.google.com/books/content?id=gDlTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=gDlTEAAAQBAJ&pg=PP1&dq=Religion+in+America&hl=&cd=1&source=gbs_api,Presbyterian Publishing Corp,2021-11-30,https://play.google.com/store/books/details?id=gDlTEAAAQBAJ&source=gbs_api,['Religion'],,31.06
481,"Que han hecho con mi pais, tio?",,['Michael Moore'],,"http://books.google.com/books?id=_8g3AAAACAAJ&dq=Que+han+hecho+con+mi+pais,+tio%3F&hl=&cd=1&source=gbs_api",,2005,"http://books.google.com/books?id=_8g3AAAACAAJ&dq=Que+han+hecho+con+mi+pais,+tio%3F&hl=&source=gbs_api",,,20.54
482,Texas Ranger Johnny Klevenhagen,"Captain Klevenhagen was one of the best officers Texas ever had. He combined the qualities of the frontier Ranger and his modern day counterpart . . . a peerless horseman and deadly shot, he was also versed in ballistics, fingerprints, and other facets.",['Douglas V. Meed'],http://books.google.com/books/content?id=TZihAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TZihAQAAQBAJ&printsec=frontcover&dq=Texas+Ranger+Johnny+Klevenhagen&hl=&cd=1&source=gbs_api,Taylor Trade Publishing,2000-03-01,https://play.google.com/store/books/details?id=TZihAQAAQBAJ&source=gbs_api,['History'],,14.83
483,"Stealth Health: How to Sneak Age-Defying, Disease-Fighting Habits Into Your Life Without Really Trying",,"[""Reader's Digest Association (Canada)""]",,"http://books.google.com/books?id=Ghx7RAAACAAJ&dq=Stealth+Health:+How+to+Sneak+Age-Defying,+Disease-Fighting+Habits+Into+Your+Life+Without+Really+Trying&hl=&cd=1&source=gbs_api",,2010-07,"http://books.google.com/books?id=Ghx7RAAACAAJ&dq=Stealth+Health:+How+to+Sneak+Age-Defying,+Disease-Fighting+Habits+Into+Your+Life+Without+Really+Trying&hl=&source=gbs_api",['Health'],,36.66
484,What is Cultural Studies?: A Reader,"The first edition of The Cultural Studies Reader established itself as the leading textbook in the field, providing the ideal introduction for students to this exciting and influential discipline. This expanded second edition offers: * 38 essays including 18 new articles* an editor's preface succinctly introducing each article* comprehensive coverage of every major cultural studies method and theory* an updated account of recent changes in the field* articles on new areas such as science and cyberculture, globalization, postcolonialism, public spheres and cultural policy* a fully revised introduction and an extensive guide to further reading.",['Simon During'],http://books.google.com/books/content?id=GSMOAAAAQAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=GSMOAAAAQAAJ&dq=What+is+Cultural+Studies%3F:+A+Reader&hl=&cd=1&source=gbs_api,Psychology Press,1993,http://books.google.com/books?id=GSMOAAAAQAAJ&dq=What+is+Cultural+Studies%3F:+A+Reader&hl=&source=gbs_api,['Culture'],1.0,22.69
485,Secrets from the Grave (Secrets from Grave),,,,,,,,,,16.26
486,"Bienvenido, Don Goyito: Comedia satirica en tres actos y cuatro cuadros (Spanish Edition)",,['Joan Tibbs Eldridge'],http://books.google.com/books/content?id=fqDsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=fqDsAAAAMAAJ&q=Bienvenido,+Don+Goyito:+Comedia+satirica+en+tres+actos+y+cuatro+cuadros+(Spanish+Edition)&dq=Bienvenido,+Don+Goyito:+Comedia+satirica+en+tres+actos+y+cuatro+cuadros+(Spanish+Edition)&hl=&cd=1&source=gbs_api",,1989,"http://books.google.com/books?id=fqDsAAAAMAAJ&dq=Bienvenido,+Don+Goyito:+Comedia+satirica+en+tres+actos+y+cuatro+cuadros+(Spanish+Edition)&hl=&source=gbs_api",['Satire'],,23.97
487,"Heat Pipes, Fourth Edition","Heat pipes are used in a wide range of applications, including electronics cooling, die-casting and injection moulding, heat recovery and energy conservation, de-icing and manufacturing process temperature control, and in domestic appliances. An essential guide for practicing engineers and an ideal text for postgraduate students, the book takes a highly practical approach to the design and selection of heat pipes. It is both a useful sourcebook and an accessible introduction for those approaching the topic for the first time. *Long established as the standard work on heat pipes *Suitable for use as a professional reference and graduate text; contains all information required to design and manufacture a heat pipe *Revised with greater coverage of key electronics cooling application and a new design guide","['David Anthony Reay', 'Peter A. Kew', 'Peter D. Dunn']",http://books.google.com/books/content?id=8kKPngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=8kKPngEACAAJ&dq=Heat+Pipes,+Fourth+Edition&hl=&cd=1&source=gbs_api",,2006,"http://books.google.nl/books?id=8kKPngEACAAJ&dq=Heat+Pipes,+Fourth+Edition&hl=&source=gbs_api",['Technology & Engineering'],,19.28
488,Holding the Center: Sanctuary in a Time of Confusion,"As in all his books, Heckler draws from personal experience: training his horse, cultivating presence in aikido dojos, consulting with business executives, raising children. A masterful and encompassing book, Holding the Center develops from the fulcrum of the self in the natural world. Many of Heckler’s lessons arise from his life as a householder and father. Community is a larger family—we make alliances to “take care of what matters to us.” But, as Heckler teaches, that takes listening to others with an open heart, and learning what the needs of others are.The world can be a sanctuary, if we find a balance between instinct and choice. Richard Strozzi Heckler sounds an important call about the interplay between power and generosity in these subtle and luminous essays.",['Richard Strozzi-Heckler'],http://books.google.com/books/content?id=bg7qv-KzQsMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bg7qv-KzQsMC&printsec=frontcover&dq=Holding+the+Center:+Sanctuary+in+a+Time+of+Confusion&hl=&cd=1&source=gbs_api,North Atlantic Books,2011-06-21,https://play.google.com/store/books/details?id=bg7qv-KzQsMC&source=gbs_api,['Sports & Recreation'],,76.98
489,"Holt Collier: His Life, His Roosevelt Hunts, and the Origin of the Teddy Bear",,['Minor Ferris Buchanan'],http://books.google.com/books/content?id=GEwPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=GEwPAAAACAAJ&dq=Holt+Collier:+His+Life,+His+Roosevelt+Hunts,+and+the+Origin+of+the+Teddy+Bear&hl=&cd=1&source=gbs_api",Centennial Pressof Mississippi Incorporated,2002-01-01,"http://books.google.com/books?id=GEwPAAAACAAJ&dq=Holt+Collier:+His+Life,+His+Roosevelt+Hunts,+and+the+Origin+of+the+Teddy+Bear&hl=&source=gbs_api",['Biography & Autobiography'],,51.46
490,No Cats Allowed,"When a stray cat gets caught in the rain and wanders into a plush hotel, the manager insists that the cat may stay only until the rain stops.",['Lois Simmie'],http://books.google.com/books/content?id=ejFwTRdmLDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ejFwTRdmLDoC&q=No+Cats+Allowed&dq=No+Cats+Allowed&hl=&cd=1&source=gbs_api,Chronicle Books Llc,1996,http://books.google.nl/books?id=ejFwTRdmLDoC&dq=No+Cats+Allowed&hl=&source=gbs_api,['Juvenile Fiction'],2.0,32.98
491,The Great Big Paddington Book,"Contains games, puzzles, cartoon strips, stories.",['Michael Bond'],http://books.google.com/books/content?id=19PZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=19PZAAAAMAAJ&q=The+Great+Big+Paddington+Book&dq=The+Great+Big+Paddington+Book&hl=&cd=1&source=gbs_api,Popular Culture Ink,1988-08,http://books.google.com/books?id=19PZAAAAMAAJ&dq=The+Great+Big+Paddington+Book&hl=&source=gbs_api,['Amusements'],,69.41
492,Zeta Talk: Direct Answers from the Zeta Reticuli People,"The contents of the book began on an on-line forum in January 1995, when contactees were requested to query their alien visitors. ZetaTalk moved onto the web within months. This book represents the accumulation to date of Zeta responses to those question. Fascinating and essential information. The Zetas provide information on these topics and many others: the ET origins of the human species; the nature of the human animal, its body, brain and soul; life on other worlds; intelligent insects, reptilians and hominoids; incarnations and reincarnations; animal souls; the truth behind some mythological creatures; the Nibiruans from the 12th Planet and its imminent return; the origins of the pyramids and the Sphinx; the Zeta Reticuli people and their nature, history and agendas; the Zeta-Human hybrid breeding program, its reasons and methods; political science of the cosmoswho is who, the rules of engagement, protocols; The Council of Worlds; time travel; the nature of alien visitation and human recall of the events; contact techniques; Bermuda Triangle; prayer; the Devil, World War II, Satanic rituals, AIDS, Ebola virus, the Roswell crash; MJ-12 and the Cover-Up; Star Wars, Philadelphia Experiment; planetary magnetism; gravity and rotation; continental drift, wandering ! poles; pole shift; the flood, Jewish exodus, Atlantis, Lemuria, Bermuda, Edgar Cayce, Zetatalk predictions; Mayan calendar; safe places; the coming pole shift, earthquakes, plate adjustments, continental rip; tidal waves, wind storms, fire storms; climate change, geography change, new rotation, polar melt; impact on society; government collapse, death rate, starvation, money; survival; cooperative groups, safety measures, crops, safe water, the role of the internet.",['Nancy Lieder'],http://books.google.com/books/content?id=vNUMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vNUMAAAACAAJ&dq=Zeta+Talk:+Direct+Answers+from+the+Zeta+Reticuli+People&hl=&cd=1&source=gbs_api,Granite Pub Llc,1999,http://books.google.com/books?id=vNUMAAAACAAJ&dq=Zeta+Talk:+Direct+Answers+from+the+Zeta+Reticuli+People&hl=&source=gbs_api,"['Body, Mind & Spirit']",2.0,34.42
493,Bareback,"This book analyses contemporary gay ""pig"" masculinities, which have emerged alongside antiretroviral therapies, online porn, and new sexualised patterns of recreational drug use, examining how they trouble modern European understandings of the male body, their ethics, and their political underpinnings. This is the first book to reflect on an increasingly visible new form of sexualised gay masculinity, and the first monograph to move debates on condomless sex amongst gay men beyond discourses of HIV and/or AIDS. It contributes to existing critical histories of sexuality, pornography and other sex media at a crucial juncture in the history of gay male sex cultures and the HIV epidemic. The book draws from fieldwork, interviews, archival research, visual analysis, philosophy, queer theory, and cultural studies, using empirical, critical, and speculative methodologies to better think gay ""pig"" masculinities across their material, affective, ethical and political dimensions, in a future-oriented, politically-inflected, reflection on what queer bodies may become. Spanning historical context to empirical and theoretical study, Bareback Porn, Porous Masculinities, Queer Futures will be of key interest to academics and students in sexuality studies, film, media, visual culture, cultural studies, and porn studies concerned with masculinities, sex and sexualities and their circulation across an array of media.",['João Florêncio'],http://books.google.com/books/content?id=Dw_2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Dw_2DwAAQBAJ&pg=PT129&dq=Bareback&hl=&cd=1&source=gbs_api,Routledge,2020-07-22,https://play.google.com/store/books/details?id=Dw_2DwAAQBAJ&source=gbs_api,['Social Science'],,21.53
494,Floating in My Mother's Palm,"Floating in My Mother's Palm is the compelling and mystical story of Hanna Malter, a young girl growing up in 1950's Burgdorf, the small German town Ursula Hegi so brilliantly brought to life in her bestselling novel Stones from the River. Hanna's courageous voice evokes her unconventional mother, who swims during thunderstorms; the illegitimate son of an American GI, who learns from Hanna about his father; and the librarian, Trudi Montag, who lets Hanna see her hometown from a dwarf's extraordinary point of view. Although Ursula Hegi wrote Floating in My Mother's Palm first, it can be read as a sequel to Stones from the River.",['Ursula Hegi'],http://books.google.com/books/content?id=_DfAXpc54DUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_DfAXpc54DUC&printsec=frontcover&dq=Floating+in+My+Mother%27s+Palm&hl=&cd=1&source=gbs_api,Simon and Schuster,2011-01-25,https://play.google.com/store/books/details?id=_DfAXpc54DUC&source=gbs_api,['Fiction'],16.0,70.92
